split,seed,episode_id,nav_deviation,manipulation_slip,trap_pressure,sensor_uncertainty,latent_mode_shift,clutter,budget,direct_shortcut_nominal_cost,direct_shortcut_true_failure,direct_shortcut_true_recovery,direct_shortcut_true_trap,direct_shortcut_true_damage,direct_shortcut_branch_entropy,robust_margin_route_nominal_cost,robust_margin_route_true_failure,robust_margin_route_true_recovery,robust_margin_route_true_trap,robust_margin_route_true_damage,robust_margin_route_branch_entropy,contingency_branch_nominal_cost,contingency_branch_true_failure,contingency_branch_true_recovery,contingency_branch_true_trap,contingency_branch_true_damage,contingency_branch_branch_entropy,diagnostic_staging_nominal_cost,diagnostic_staging_true_failure,diagnostic_staging_true_recovery,diagnostic_staging_true_trap,diagnostic_staging_true_damage,diagnostic_staging_branch_entropy,reversible_probe_nominal_cost,reversible_probe_true_failure,reversible_probe_true_recovery,reversible_probe_true_trap,reversible_probe_true_damage,reversible_probe_branch_entropy,conservative_backoff_nominal_cost,conservative_backoff_true_failure,conservative_backoff_true_recovery,conservative_backoff_true_trap,conservative_backoff_true_damage,conservative_backoff_branch_entropy,dual_recovery_branch_nominal_cost,dual_recovery_branch_true_failure,dual_recovery_branch_true_recovery,dual_recovery_branch_true_trap,dual_recovery_branch_true_damage,dual_recovery_branch_branch_entropy
budget_tight_shift,1,3,0.29686,0.25703,0.38232,0.30034,0.16019,0.35197,1.83839,1.07714,0.28630,0.13297,0.30447,0.32065,0.08088,1.75479,0.16187,0.44354,0.07701,0.12478,0.25194,1.73080,0.14694,0.72816,0.00100,0.10949,0.50344,1.75276,0.08015,0.88084,0.00100,0.00100,0.56304,1.77453,0.08516,0.86613,0.00100,0.00100,0.64449,2.43600,0.11077,0.67125,0.00100,0.06049,0.34392,2.11188,0.09209,0.93413,0.00100,0.04552,0.90085
budget_tight_shift,1,4,0.34033,0.25374,0.28974,0.25038,0.15068,0.36055,1.79215,0.94765,0.27427,0.14481,0.25659,0.24158,0.04024,1.62690,0.15710,0.46604,0.04733,0.10677,0.18552,1.64308,0.13592,0.72843,0.00100,0.08046,0.50536,1.69807,0.09892,0.88315,0.00100,0.00100,0.61023,1.86021,0.09309,0.90616,0.00100,0.00100,0.67774,2.53363,0.11106,0.66317,0.00100,0.05879,0.38081,2.11389,0.09251,0.95872,0.00100,0.02363,0.83594
budget_tight_shift,1,5,0.28309,0.34263,0.28465,0.37684,0.15739,0.32351,1.97122,1.00982,0.30606,0.13500,0.24758,0.30297,0.01000,1.62426,0.17241,0.43712,0.05795,0.13150,0.20420,1.68428,0.16264,0.70895,0.00100,0.11149,0.50384,1.70324,0.11062,0.88603,0.00100,0.00583,0.59291,1.88408,0.09306,0.88876,0.00100,0.00100,0.63715,2.39547,0.11033,0.63697,0.00100,0.05407,0.28577,2.16448,0.08337,0.96003,0.00100,0.03399,0.90168
budget_tight_shift,1,6,0.25739,0.27387,0.30781,0.33666,0.11952,0.30454,1.88835,1.01786,0.24975,0.14786,0.25102,0.26337,0.08336,1.66733,0.13479,0.49525,0.03578,0.08906,0.22628,1.74606,0.12619,0.72348,0.00100,0.09592,0.44999,1.75088,0.07800,0.87195,0.00100,0.00100,0.56603,1.90872,0.09356,0.86494,0.00100,0.01580,0.72515,2.37810,0.11330,0.60934,0.00100,0.06442,0.23746,2.18291,0.06675,0.94438,0.00100,0.02472,0.88100
budget_tight_shift,1,7,0.32017,0.28051,0.30255,0.27045,0.14861,0.35651,1.98701,1.03455,0.28573,0.12678,0.27769,0.28048,0.13259,1.62160,0.16111,0.45576,0.05224,0.11676,0.23885,1.72504,0.14549,0.73670,0.00100,0.09272,0.60220,1.61484,0.09913,0.85364,0.00100,0.00100,0.69521,1.84394,0.09285,0.90485,0.00100,0.00100,0.68280,2.39834,0.10419,0.68281,0.00100,0.05022,0.35433,2.01636,0.07857,0.96495,0.00100,0.02473,0.84528
budget_tight_shift,1,8,0.32811,0.29387,0.34237,0.35030,0.14507,0.37881,1.98697,1.02111,0.29438,0.11503,0.30044,0.29654,0.08078,1.62974,0.16681,0.41998,0.07346,0.11044,0.13494,1.66649,0.16424,0.70862,0.00100,0.09870,0.53081,1.66663,0.08176,0.88605,0.00100,0.00100,0.70247,2.00311,0.10745,0.90078,0.00100,0.00100,0.75381,2.34600,0.12689,0.65297,0.00100,0.08811,0.32603,2.09701,0.09061,0.92011,0.00100,0.03162,0.90843
budget_tight_shift,1,9,0.27633,0.28184,0.32765,0.26651,0.22497,0.38134,1.74795,1.05274,0.30359,0.10607,0.31888,0.33517,0.11935,1.64658,0.17037,0.41339,0.07475,0.13375,0.11953,1.78683,0.14876,0.75272,0.00100,0.10146,0.61217,1.59374,0.08275,0.87391,0.00100,0.00100,0.55441,1.84995,0.05573,0.89540,0.00100,0.00100,0.58255,2.47032,0.13133,0.66209,0.00100,0.09096,0.23999,2.08120,0.06793,0.98615,0.00100,0.02104,0.95683
budget_tight_shift,1,10,0.27938,0.33236,0.31152,0.25586,0.20816,0.38838,1.85078,1.08917,0.30564,0.09706,0.30437,0.32074,0.07370,1.72731,0.16565,0.45620,0.05405,0.12700,0.12305,1.79493,0.16238,0.71029,0.00100,0.12055,0.53937,1.72638,0.08217,0.89763,0.00100,0.00100,0.59632,1.88374,0.10616,0.87724,0.00100,0.01487,0.68818,2.45898,0.12818,0.65930,0.00100,0.08076,0.27305,2.11587,0.08559,0.91469,0.00100,0.03077,0.77637
budget_tight_shift,1,11,0.34409,0.26665,0.31464,0.26093,0.20310,0.34939,1.89918,1.03977,0.30921,0.08623,0.30187,0.31246,0.01000,1.60629,0.14816,0.49455,0.04089,0.09063,0.24015,1.72818,0.14587,0.76876,0.00100,0.08498,0.60420,1.69337,0.09452,0.87884,0.00100,0.00100,0.56074,1.81179,0.10347,0.86675,0.00100,0.00100,0.73706,2.27181,0.12779,0.66257,0.00100,0.07355,0.29397,2.04672,0.07806,0.96900,0.00100,0.01154,0.93414
budget_tight_shift,1,12,0.31406,0.24892,0.30717,0.26246,0.16107,0.37062,2.04112,1.11288,0.28123,0.12721,0.28324,0.27298,0.07361,1.67420,0.15101,0.45873,0.05839,0.08890,0.19158,1.71240,0.14670,0.72293,0.00100,0.08021,0.54847,1.76447,0.10070,0.91128,0.00100,0.00100,0.75052,1.99721,0.09088,0.86636,0.00100,0.00244,0.67322,2.36612,0.10501,0.68686,0.00100,0.05722,0.39207,2.04776,0.08179,0.94273,0.00100,0.02325,0.83980
budget_tight_shift,1,13,0.27405,0.33427,0.33046,0.27838,0.15900,0.36495,1.89078,0.94381,0.29242,0.14677,0.28705,0.29905,0.09848,1.58188,0.15718,0.48564,0.04651,0.10814,0.19135,1.82546,0.16171,0.75785,0.00100,0.11897,0.54691,1.70462,0.08260,0.90547,0.00100,0.00100,0.61018,1.86836,0.09305,0.90445,0.00100,0.00424,0.75356,2.42176,0.12493,0.61067,0.00288,0.07213,0.23193,2.08305,0.08905,0.95219,0.00100,0.04315,0.82645
budget_tight_shift,1,14,0.34136,0.27133,0.29090,0.27381,0.16769,0.36072,2.00006,0.98577,0.29975,0.09265,0.28723,0.28261,0.01000,1.66871,0.16342,0.46918,0.05373,0.10933,0.27627,1.69995,0.15146,0.72105,0.00100,0.09967,0.53443,1.60655,0.10053,0.88416,0.00100,0.00100,0.66551,1.81843,0.08968,0.89335,0.00100,0.00100,0.75079,2.51092,0.12001,0.66551,0.00100,0.05991,0.29429,2.05307,0.07965,0.93284,0.00100,0.03266,0.85973
budget_tight_shift,1,15,0.26656,0.28534,0.41351,0.29934,0.12598,0.34431,1.94058,1.05839,0.26841,0.11135,0.35124,0.31364,0.06458,1.67460,0.16060,0.44931,0.07185,0.13012,0.19566,1.67615,0.13641,0.72418,0.00100,0.08818,0.49233,1.69628,0.08188,0.89648,0.00100,0.00100,0.63586,1.92909,0.08701,0.90476,0.00100,0.00100,0.69777,2.35859,0.11042,0.65417,0.00100,0.06418,0.37484,2.10324,0.08146,0.90866,0.00100,0.02832,0.80318
budget_tight_shift,1,16,0.32649,0.22663,0.35259,0.21662,0.11693,0.31709,1.95131,1.04087,0.26521,0.11596,0.32254,0.27231,0.07246,1.65633,0.14930,0.44998,0.05746,0.10779,0.14893,1.75228,0.14085,0.75342,0.00100,0.09673,0.54143,1.72775,0.07795,0.90818,0.00100,0.00100,0.64119,1.92103,0.07304,0.92648,0.00100,0.00100,0.69428,2.46741,0.10468,0.64099,0.00100,0.06321,0.16143,2.01395,0.06599,0.98544,0.00100,0.00814,0.96655
budget_tight_shift,1,17,0.27839,0.30140,0.31614,0.29623,0.15356,0.35276,2.02057,1.01786,0.27540,0.10581,0.29361,0.29355,0.11842,1.65475,0.15222,0.47818,0.04109,0.10853,0.16162,1.82299,0.15986,0.73473,0.00100,0.11188,0.64552,1.73684,0.08205,0.87915,0.00100,0.00100,0.57381,1.84389,0.09372,0.86054,0.00100,0.01188,0.72956,2.48902,0.12131,0.66091,0.00100,0.07570,0.27738,1.99294,0.08613,0.93465,0.00100,0.03803,0.90885
budget_tight_shift,1,18,0.31833,0.31436,0.31877,0.31267,0.15694,0.36478,1.90942,1.09053,0.28967,0.14052,0.26958,0.27635,0.03198,1.72916,0.16495,0.43072,0.05365,0.13277,0.18821,1.80515,0.14764,0.72835,0.00100,0.09989,0.52270,1.63157,0.10497,0.84463,0.00100,0.00391,0.51573,1.99378,0.10589,0.89166,0.00100,0.01761,0.72077,2.49971,0.13226,0.66637,0.00100,0.08402,0.28539,2.04701,0.09776,0.92371,0.00100,0.05017,0.85325
budget_tight_shift,1,19,0.30121,0.32017,0.36024,0.23493,0.17811,0.30291,1.80029,1.01873,0.31072,0.11177,0.32877,0.33447,0.07801,1.69314,0.15442,0.49511,0.05495,0.10182,0.26198,1.72443,0.14407,0.73408,0.00100,0.08325,0.48856,1.79156,0.09485,0.90810,0.00100,0.00100,0.63565,1.88901,0.07983,0.90596,0.00100,0.00100,0.73165,2.41529,0.11053,0.65501,0.00100,0.06242,0.32430,2.08480,0.08149,0.95941,0.00100,0.03470,0.88771
budget_tight_shift,1,20,0.32750,0.36179,0.41646,0.29633,0.18425,0.36797,1.84989,1.15756,0.32588,0.10460,0.36036,0.35018,0.09787,1.49760,0.20198,0.42289,0.09840,0.16554,0.21229,1.73561,0.15591,0.77939,0.00100,0.08972,0.60310,1.68109,0.10078,0.89373,0.00100,0.00100,0.60900,1.92584,0.11213,0.91018,0.00100,0.00912,0.67688,2.44669,0.13255,0.67141,0.00100,0.09010,0.40054,1.98326,0.09783,0.92203,0.00100,0.04728,0.88860
budget_tight_shift,1,21,0.20958,0.30111,0.32319,0.28915,0.14715,0.34878,1.98429,0.99586,0.24223,0.10170,0.30815,0.27743,0.09561,1.56455,0.15090,0.45867,0.05704,0.11971,0.21603,1.76191,0.12646,0.75091,0.00100,0.09958,0.62396,1.70659,0.09051,0.82957,0.00100,0.00653,0.61953,1.89617,0.07589,0.87431,0.00100,0.00393,0.69543,2.31337,0.12257,0.66440,0.00100,0.07618,0.32262,2.06140,0.07974,0.96561,0.00100,0.05815,0.89520
budget_tight_shift,1,22,0.36116,0.33609,0.32949,0.26764,0.14980,0.33635,2.05055,0.98113,0.32892,0.13048,0.27626,0.32536,0.05181,1.70858,0.17373,0.44283,0.06641,0.12060,0.22858,1.73626,0.15294,0.75542,0.00100,0.10545,0.53015,1.74943,0.11129,0.88418,0.00100,0.00100,0.63865,1.98807,0.10746,0.88850,0.00100,0.00100,0.72951,2.36990,0.12354,0.65412,0.00100,0.06826,0.33502,2.03021,0.09593,0.94108,0.00100,0.02003,0.88249
budget_tight_shift,1,23,0.36221,0.29678,0.39608,0.33034,0.16033,0.30344,1.91585,0.89684,0.31635,0.09524,0.35626,0.31456,0.02420,1.56279,0.17230,0.42301,0.08716,0.11654,0.16209,1.86836,0.15217,0.72155,0.00100,0.09330,0.48804,1.66233,0.12207,0.86809,0.00100,0.00100,0.59005,1.88372,0.10116,0.86221,0.00100,0.00177,0.61939,2.50131,0.12200,0.65915,0.00100,0.08021,0.30124,2.11637,0.07132,0.96149,0.00100,0.01368,0.86162
budget_tight_shift,1,24,0.32964,0.21097,0.32766,0.31096,0.12566,0.35299,1.85593,1.02679,0.26677,0.13891,0.27131,0.26288,0.04293,1.68112,0.14793,0.45237,0.05389,0.09794,0.17525,1.66748,0.14301,0.72853,0.00100,0.09787,0.52014,1.75198,0.06598,0.85712,0.00100,0.00100,0.55476,1.89354,0.07949,0.88562,0.00100,0.00100,0.74590,2.41910,0.11394,0.63137,0.00100,0.05996,0.27784,2.11631,0.07039,0.93249,0.00100,0.01870,0.85994
budget_tight_shift,1,25,0.37538,0.28196,0.32216,0.33857,0.15681,0.33652,1.85791,1.08417,0.31542,0.13640,0.28058,0.29977,0.14044,1.51868,0.16679,0.49403,0.04494,0.11390,0.27541,1.75732,0.15841,0.75623,0.00100,0.09484,0.54089,1.76651,0.09007,0.84721,0.00100,0.00100,0.55722,1.88570,0.11189,0.87572,0.00100,0.00100,0.70028,2.51212,0.11263,0.64814,0.00100,0.06944,0.29562,1.99354,0.09837,0.92742,0.00100,0.02384,0.93688
budget_tight_shift,1,26,0.30685,0.32915,0.31930,0.26483,0.13811,0.32531,1.80599,0.99135,0.28751,0.13676,0.27028,0.28571,0.04050,1.54675,0.17804,0.45636,0.06338,0.13513,0.25993,1.72493,0.15433,0.73155,0.00100,0.10866,0.51128,1.65480,0.10394,0.87882,0.00100,0.00100,0.61332,1.84234,0.11178,0.87160,0.00100,0.00421,0.71916,2.39671,0.12272,0.67122,0.00100,0.07438,0.29362,2.05623,0.08017,0.93385,0.00100,0.01658,0.80106
budget_tight_shift,1,27,0.26341,0.26954,0.31253,0.24447,0.16262,0.31604,2.00343,1.08741,0.28015,0.09654,0.30492,0.30966,0.05311,1.70754,0.14532,0.48427,0.04921,0.09400,0.16274,1.83746,0.12565,0.74049,0.00100,0.08712,0.52098,1.73731,0.06266,0.86282,0.00100,0.00100,0.62965,1.85404,0.07622,0.88971,0.00100,0.00138,0.74760,2.29661,0.10574,0.67817,0.00100,0.05481,0.35763,2.12980,0.05356,0.97320,0.00100,0.01857,0.82196
budget_tight_shift,1,28,0.37098,0.35565,0.32468,0.30017,0.17389,0.35241,1.94669,1.01098,0.32916,0.10857,0.29439,0.31603,0.10239,1.67779,0.19271,0.42201,0.07496,0.14122,0.22224,1.71149,0.18085,0.74292,0.00100,0.09686,0.47838,1.70190,0.11506,0.88693,0.00100,0.00100,0.62881,1.75008,0.11608,0.90452,0.00100,0.00586,0.74082,2.32514,0.13063,0.65846,0.00100,0.07969,0.30854,2.05882,0.11136,0.95938,0.00100,0.04081,0.92460
budget_tight_shift,1,29,0.31610,0.31990,0.34700,0.26209,0.18716,0.38899,1.89323,1.02246,0.33163,0.11140,0.32383,0.34343,0.03590,1.62037,0.14827,0.47509,0.05150,0.09189,0.25267,1.77829,0.14479,0.74209,0.00100,0.08714,0.51783,1.66718,0.10963,0.83530,0.00100,0.00100,0.63398,1.92586,0.10670,0.86556,0.00100,0.00359,0.66302,2.42022,0.12748,0.66527,0.00100,0.06133,0.34404,2.05083,0.08807,0.97690,0.00100,0.02824,0.90966
budget_tight_shift,1,30,0.32665,0.30511,0.29988,0.30451,0.12166,0.32875,1.95336,1.06958,0.28410,0.11922,0.25627,0.28015,0.04600,1.58920,0.17090,0.40692,0.07129,0.12224,0.18739,1.73687,0.14467,0.73549,0.00100,0.07865,0.59231,1.86684,0.10450,0.87038,0.00100,0.01365,0.64901,1.80582,0.10319,0.90150,0.00100,0.01246,0.72304,2.48281,0.11312,0.67513,0.00100,0.05241,0.34649,2.00628,0.07892,0.97614,0.00100,0.01894,0.93432
budget_tight_shift,1,31,0.32404,0.30809,0.35556,0.22895,0.19863,0.34387,1.97155,1.01059,0.28878,0.15571,0.30144,0.28658,0.16043,1.59293,0.17535,0.48035,0.06419,0.12872,0.22676,1.68675,0.15341,0.78313,0.00100,0.10761,0.53576,1.65911,0.08544,0.89171,0.00100,0.00100,0.68384,1.88482,0.08995,0.88745,0.00100,0.00100,0.74712,2.33522,0.12896,0.65439,0.00100,0.06870,0.26250,2.02831,0.07802,0.96433,0.00100,0.00652,0.80473
budget_tight_shift,1,32,0.25862,0.30375,0.33441,0.21514,0.09880,0.36246,1.83127,1.04275,0.27705,0.13345,0.29186,0.30366,0.09656,1.59643,0.15122,0.46361,0.04729,0.11220,0.12822,1.73925,0.15174,0.74362,0.00100,0.11983,0.51281,1.81240,0.06780,0.89858,0.00100,0.00100,0.65224,1.89687,0.07743,0.86644,0.00100,0.00100,0.65152,2.50728,0.11527,0.68284,0.00100,0.07555,0.27973,2.15238,0.08581,0.94836,0.00100,0.03668,0.91272
budget_tight_shift,1,33,0.30799,0.25224,0.40293,0.30699,0.18969,0.34109,1.86385,1.03954,0.29159,0.07590,0.37073,0.33174,0.05399,1.57027,0.16011,0.47666,0.06696,0.11718,0.24144,1.78124,0.14869,0.70704,0.00100,0.09560,0.53147,1.79824,0.09106,0.85391,0.00100,0.00100,0.57840,1.84224,0.07345,0.87862,0.00100,0.00100,0.60904,2.50906,0.13739,0.66490,0.00100,0.09618,0.36890,2.02323,0.06261,0.97144,0.00100,0.00351,0.90829
budget_tight_shift,1,34,0.30335,0.28041,0.32314,0.29899,0.16313,0.38875,1.95665,1.03999,0.27183,0.15491,0.26495,0.26166,0.06319,1.71184,0.15799,0.46581,0.04703,0.10707,0.11262,1.78478,0.14985,0.75058,0.00100,0.09351,0.58640,1.79888,0.09563,0.87635,0.00100,0.00100,0.60864,1.84078,0.07911,0.90163,0.00100,0.00100,0.76647,2.49889,0.12765,0.66659,0.00100,0.07662,0.24824,2.00362,0.07883,0.99218,0.00100,0.01847,0.91189
budget_tight_shift,1,35,0.25715,0.38060,0.32378,0.27083,0.11219,0.34797,1.91331,1.04986,0.28647,0.15889,0.26920,0.29392,0.10772,1.60021,0.16286,0.46460,0.04696,0.12510,0.20641,1.81261,0.13109,0.76065,0.00100,0.08338,0.53522,1.77513,0.09047,0.90956,0.00100,0.00100,0.67472,1.97071,0.09130,0.89026,0.00100,0.00325,0.79201,2.38282,0.11456,0.65341,0.00100,0.06152,0.30028,2.03883,0.08940,0.91343,0.00100,0.03195,0.79046
budget_tight_shift,1,36,0.38199,0.31010,0.30624,0.25188,0.13747,0.38545,1.94267,0.93145,0.33540,0.12138,0.29372,0.31500,0.14761,1.58715,0.18119,0.45939,0.05419,0.12346,0.17699,1.86740,0.16826,0.76941,0.00100,0.09818,0.56733,1.63180,0.11549,0.87272,0.00100,0.00206,0.61298,1.91048,0.10157,0.89550,0.00100,0.00100,0.66800,2.42254,0.12108,0.69768,0.00100,0.05580,0.27739,2.13134,0.10130,0.93861,0.00100,0.02818,0.86627
budget_tight_shift,1,37,0.32673,0.32496,0.36519,0.27058,0.18246,0.31012,1.87858,1.12084,0.31634,0.13330,0.32129,0.32535,0.14188,1.64591,0.18845,0.45390,0.07716,0.13801,0.15893,1.81199,0.15746,0.76093,0.00100,0.08892,0.53827,1.68865,0.08464,0.90230,0.00100,0.00100,0.60774,1.82595,0.11379,0.88869,0.00100,0.01907,0.80948,2.40974,0.13163,0.65583,0.00100,0.08579,0.33199,2.04487,0.08808,0.91476,0.00100,0.03362,0.85295
budget_tight_shift,1,38,0.31090,0.27454,0.27687,0.27513,0.15466,0.36171,1.77888,0.97385,0.28299,0.11788,0.26192,0.27957,0.11932,1.64198,0.18122,0.42724,0.06808,0.13962,0.17041,1.73516,0.14983,0.74612,0.00100,0.10765,0.60029,1.66314,0.10193,0.87900,0.00100,0.00100,0.58669,1.79764,0.09228,0.84144,0.00100,0.00350,0.69096,2.51050,0.10693,0.65836,0.00100,0.05961,0.26671,2.06999,0.07061,0.96746,0.00100,0.01882,0.91792
budget_tight_shift,1,39,0.29539,0.28512,0.36457,0.28335,0.16873,0.37332,1.92781,0.98120,0.27457,0.16873,0.28055,0.28457,0.12539,1.63312,0.16738,0.41741,0.08262,0.13233,0.22283,1.78389,0.15192,0.73781,0.00100,0.10485,0.46777,1.70594,0.09093,0.90042,0.00100,0.00100,0.65284,1.85932,0.08552,0.90198,0.00100,0.00543,0.75958,2.50474,0.12006,0.69968,0.00100,0.07907,0.35464,2.07478,0.10090,0.93685,0.00100,0.05603,0.90136
budget_tight_shift,1,40,0.28022,0.27938,0.32233,0.28878,0.14343,0.38899,1.96064,1.10304,0.27496,0.13788,0.26375,0.28908,0.05959,1.67416,0.16186,0.44442,0.06188,0.12007,0.19724,1.81398,0.14611,0.76659,0.00100,0.10621,0.58284,1.77230,0.09527,0.85595,0.00100,0.00100,0.62679,1.85576,0.07251,0.91213,0.00100,0.00100,0.69138,2.41680,0.10133,0.64101,0.00100,0.04560,0.29072,2.00098,0.08875,0.92263,0.00100,0.01931,0.91753
budget_tight_shift,1,41,0.39369,0.27128,0.33657,0.25925,0.12852,0.32063,2.00538,1.00701,0.30296,0.16209,0.26344,0.28007,0.10409,1.67181,0.17399,0.46051,0.05925,0.11233,0.17147,1.73334,0.15465,0.75157,0.00100,0.08690,0.54176,1.77883,0.11003,0.90776,0.00100,0.00100,0.59725,1.83246,0.11832,0.88700,0.00100,0.00100,0.71095,2.41260,0.13002,0.64456,0.00100,0.08347,0.34872,2.06179,0.10026,0.93299,0.00100,0.01125,0.79218
budget_tight_shift,1,42,0.28497,0.35750,0.30082,0.23913,0.19107,0.39710,1.89111,0.98861,0.31649,0.18781,0.25339,0.30747,0.14162,1.59624,0.15632,0.49100,0.03870,0.10873,0.20362,1.66508,0.16555,0.74835,0.00100,0.12772,0.57450,1.73108,0.10463,0.86792,0.00100,0.00100,0.70042,1.90784,0.11124,0.86591,0.00100,0.00702,0.72129,2.37825,0.12016,0.64447,0.00100,0.06404,0.28846,2.08942,0.09520,0.93805,0.00100,0.04695,0.80236
budget_tight_shift,1,43,0.32896,0.30745,0.36655,0.32319,0.14492,0.29649,1.90534,0.95983,0.29903,0.11148,0.31398,0.30380,0.01000,1.50204,0.17025,0.44357,0.06219,0.13701,0.20952,1.75755,0.15956,0.71951,0.00100,0.09756,0.51586,1.74507,0.09146,0.85367,0.00100,0.00100,0.56498,1.85022,0.11457,0.86299,0.00100,0.01921,0.70841,2.36633,0.12714,0.64119,0.00100,0.07534,0.29260,2.02576,0.08408,0.95665,0.00100,0.02936,0.84885
budget_tight_shift,1,44,0.26923,0.31593,0.35733,0.29247,0.15107,0.36912,1.88437,1.01909,0.28646,0.12943,0.30601,0.31310,0.10745,1.64631,0.16072,0.47541,0.05360,0.12110,0.23868,1.72732,0.16232,0.74518,0.00100,0.11922,0.58514,1.77243,0.08595,0.89225,0.00100,0.00100,0.62806,1.98759,0.10063,0.88405,0.00100,0.01102,0.73960,2.41594,0.11316,0.67098,0.00100,0.05184,0.29752,1.97051,0.07125,0.94606,0.00100,0.02122,0.81984
budget_tight_shift,1,45,0.32532,0.35948,0.31404,0.23938,0.16328,0.37112,1.91835,1.02678,0.31494,0.11768,0.28958,0.30887,0.08586,1.59589,0.16156,0.49328,0.04737,0.09250,0.22445,1.72158,0.18338,0.73588,0.00100,0.12509,0.53283,1.61611,0.11487,0.89342,0.00100,0.00100,0.64799,1.75538,0.10657,0.89322,0.00100,0.00288,0.73814,2.38589,0.11536,0.68920,0.00100,0.06504,0.31718,2.10619,0.10436,0.98787,0.00100,0.03797,0.90852
budget_tight_shift,1,46,0.33975,0.26775,0.31458,0.22891,0.17791,0.37556,1.83334,1.08084,0.30455,0.08272,0.30877,0.30481,0.01000,1.60620,0.16586,0.44337,0.05739,0.11595,0.09104,1.78617,0.14812,0.75154,0.00100,0.08952,0.43689,1.65249,0.09682,0.88623,0.00100,0.00100,0.71125,1.84637,0.08560,0.93998,0.00100,0.00100,0.83848,2.54924,0.13202,0.70185,0.00100,0.07472,0.36047,2.16330,0.07694,0.98517,0.00100,0.01570,0.99000
budget_tight_shift,1,47,0.31425,0.26668,0.32721,0.32273,0.20485,0.42972,1.79462,1.00444,0.30898,0.12769,0.30069,0.31201,0.08706,1.65723,0.17183,0.42822,0.07239,0.12397,0.15241,1.71441,0.14734,0.74619,0.00100,0.08278,0.45311,1.72065,0.09618,0.88810,0.00100,0.00100,0.66514,1.83835,0.09026,0.89477,0.00100,0.00100,0.68747,2.36692,0.12674,0.65814,0.00100,0.06448,0.38624,2.08998,0.07296,0.93377,0.00100,0.01642,0.90770
budget_tight_shift,1,48,0.29098,0.27398,0.33149,0.25839,0.12624,0.37166,1.90512,0.99405,0.27486,0.09998,0.31664,0.28564,0.05905,1.68965,0.14801,0.47489,0.04446,0.10140,0.18162,1.79694,0.13422,0.75096,0.00100,0.08304,0.51475,1.67282,0.08150,0.86918,0.00100,0.00100,0.53431,1.94556,0.08181,0.88623,0.00100,0.00100,0.72862,2.47787,0.12113,0.63039,0.00100,0.06669,0.24594,1.97202,0.07384,0.97243,0.00100,0.02850,0.85181
budget_tight_shift,1,49,0.34284,0.34139,0.36944,0.25175,0.16836,0.33724,1.95346,0.92516,0.31909,0.14696,0.31994,0.32229,0.22270,1.66863,0.17490,0.42002,0.07789,0.12764,0.16197,1.74582,0.17969,0.71429,0.00100,0.12388,0.50031,1.85425,0.10848,0.87276,0.00100,0.00100,0.60465,1.78569,0.10880,0.90612,0.00100,0.00577,0.66401,2.47768,0.12438,0.61521,0.00100,0.06606,0.20813,2.09006,0.09741,0.92953,0.00100,0.03553,0.83802
budget_tight_shift,1,50,0.28935,0.26410,0.31238,0.28214,0.14209,0.41536,1.94600,0.94961,0.24907,0.13899,0.24994,0.24202,0.03471,1.61658,0.16983,0.43584,0.06529,0.12645,0.12865,1.77169,0.13883,0.76912,0.00100,0.09331,0.50533,1.67877,0.08637,0.91013,0.00100,0.00100,0.65161,1.96181,0.09311,0.86688,0.00100,0.01131,0.74654,2.49161,0.10023,0.66532,0.00100,0.05913,0.30562,2.04738,0.07821,0.90500,0.00100,0.02404,0.78999
budget_tight_shift,1,51,0.20196,0.22193,0.29296,0.28423,0.21382,0.37025,1.89204,0.98462,0.24981,0.14520,0.25361,0.29108,0.06484,1.68285,0.14281,0.47684,0.06319,0.09912,0.26902,1.81004,0.11898,0.75853,0.00100,0.09307,0.59020,1.65724,0.04880,0.88966,0.00100,0.00100,0.67071,1.88097,0.05385,0.89668,0.00100,0.00100,0.80284,2.49318,0.11152,0.66293,0.00100,0.06972,0.36863,2.08615,0.05738,0.96117,0.00100,0.02734,0.93391
budget_tight_shift,1,52,0.28394,0.34172,0.34034,0.28714,0.09437,0.40222,1.88264,1.03676,0.30199,0.14034,0.27613,0.32016,0.08418,1.58967,0.15741,0.44770,0.04841,0.11388,0.12711,1.82663,0.15639,0.76450,0.00100,0.10682,0.55505,1.81263,0.09299,0.89511,0.00100,0.00100,0.60357,1.83888,0.10396,0.87891,0.00100,0.00997,0.78022,2.43252,0.11907,0.67437,0.00100,0.06525,0.29242,2.07393,0.10047,0.91780,0.00100,0.04245,0.85003
budget_tight_shift,1,53,0.28437,0.36612,0.33333,0.29768,0.15524,0.30592,1.96054,1.02293,0.30549,0.13355,0.28656,0.32370,0.14179,1.65505,0.16020,0.43731,0.05947,0.11676,0.18402,1.77871,0.14819,0.74483,0.00100,0.08711,0.53234,1.66366,0.10607,0.88355,0.00100,0.01015,0.64265,1.82087,0.07821,0.89850,0.00100,0.00100,0.68672,2.38283,0.11860,0.66541,0.00100,0.05917,0.27799,2.02636,0.09118,0.93818,0.00100,0.03856,0.92142
